小区,地址,房型,面积,朝向,层高,建造年份,单位面积价格,总价格,备注
荷包塘18-41号小区,章贡大公路荷包塘18-41号,3室2厅2卫,110㎡,南,低层(共6层),2000年建造,6182元/㎡,68万,厚德路江边旁 一中厚德小雪精装三房带柴间楼层不高房龄新
铁厂下,章贡大公路健康路,3室2厅2卫,89㎡,南,中层(共7层),1998年建造,5506元/㎡,49万,文清路 商品房 交通便捷 正南朝向 购物方便 中间楼层
滨江东方胜境,章贡东郊路东郊路8号,3室2厅2卫,112㎡,南,中层(共23层),2009年建造,7750元/㎡,86.8万,滨江电梯江景房看来水全新精装三房采光好大阳台小区有地下室停车
八一四大道33号小区,章贡八一四大道京九路,4室2厅2卫,131㎡,南北,高层(共7层),2001年建造,6413元/㎡,84万,巨亿广场 精装四房 新区一桥之隔 好晒太阳好停车
大公路69-71号小区,章贡大公路大公路69-71号,3室2厅1卫,85㎡,南北,高层(共7层),1996年建造,5412元/㎡,46万,奥林匹克旁精装三房 全新装修  全新家具 南北通透
联泰天璞,章贡蓉江新区105国道,3室2厅2卫,115㎡,南北,低层(共33层),2020年建造,12435元/㎡,143万,蓉江新区 滨江公园 联泰天璞 南北通透三房 中间楼层
华谊城,章贡文明大道文明大道19号,3室2厅2卫,92㎡,南北,高层(共23层),2014年建造,9783元/㎡,90万,商超生活配套齐全 小区好停车 高层景观无遮挡 精装电梯三房
滨江东方胜境,章贡东郊路东郊路8号,3室2厅2卫,112㎡,南,中层(共23层),2009年建造,7750元/㎡,86.8万,滨江电梯江景房看来水全新精装三房采光好大阳台小区有地下室停车
春江花月A区,章贡章江北大道章江北大道,3室2厅2卫,135㎡,南北,低层(共22层),2010年建造,8519元/㎡,115万,国际时代三康庙旁春江花月电梯三房两厅两卫135平方115万
景荣花苑,章贡章江北大道营角上路25号,4室2厅2卫,143㎡,南北,中层(共6层),2007年建造,8112元/㎡,116万,南门口步步高营角上旁精装修四房两厅两卫143平方116万
保利联发康桥,章贡蓉江新区兴国路,3室2厅2卫,124㎡,南北,中层(共32层),2019年建造,14339元/㎡,177.8万,保利物业，江边小区，精装修三房，看小区园林，诚意出售
和源公寓,章贡文清路南京路19号,1室2厅1卫,53㎡,南北,中层(共12层),1993年建造,5284元/㎡,28万,房东急售赣州公园附近南京路精装电梯房全新装修看房有钥匙
蕻菜塘40号住宅,"章贡赣江路大公路,近和平路",2室2厅1卫,73㎡,南,中层(共7层),1995年建造,5069元/㎡,37万,付10个W 厚德路 小雪 赣一中 两房 中层 一楼有杂间
文清路53-55号小区,章贡大公路文清路55号,3室1厅1卫,66㎡,南北,共5层,1988年建造,7576元/㎡,50万,文清路安静舒适绿化小区 好停车 南北通透 全明采光 精装三房
环城路33号小区,章贡西郊路环城路33号,3室2厅1卫,81㎡,南,高层(共6层),1992年建造,5741元/㎡,46.5万,环城路全新精装三房有柴间停车大公路一赣七下壕塘农贸市场洪城巷
黄屋坪路5-13号小区,章贡黄屋坪路黄屋坪路5-13号(单号),3室2厅2卫,135㎡,南,中层(共7层),1995年建造,5556元/㎡,75万,黄屋坪路13号4栋 3房全新装修带  大露台
宫保府3号大院,章贡大公路文清路36-3号,4室2厅2卫,120㎡,南,低层(共6层),1990年建造,4667元/㎡,56万,南门口商圈 文清路精装正规4房2厅2卫仅56万
银天小区,章贡八一四大道八一四大道54号,3室2厅2卫,100㎡,南北,低层(共6层),2002年建造,5900元/㎡,59万,八一四大道精装正规三房 小区停车方便 南北通透 楼层好
环美嘉园,章贡八一四大道文清路77号,3室1厅1卫,90㎡,南北,中层(共6层),2003年建造,5556元/㎡,50万,首期5个W 文清路赣州公园三房 2003年房龄新 好停车
云山花园,章贡张家围云山路4号,4室2厅2卫,120㎡,南,中层(共7层),1998年建造,5817元/㎡,69.8万,八一四大道 贸易广场小区精装四房两卫 小区可停车 房子通透
金坪花园,章贡黄屋坪路黄屋坪路26号,3室2厅2卫,123㎡,南北,中层(共7层),2004年建造,6814元/㎡,83.8万,急售黄屋坪 错层南北通透3房 小区明年统一  电梯
东城国际北区,章贡八一四大道拜将台路,4室2厅2卫,113㎡,南北,中层(共11层),2016年建造,10425元/㎡,117.8万,八一四大道汽车站旁东城国际电梯四房两厅两卫113平方117万
恒瑞蓝波湾,章贡章江北大道章江北大道18号,5室2厅2卫,145㎡,南,中层(共7层),2009年建造,9587元/㎡,139万,全线江景复式5房视野开阔采光好，南北通透采光好，双阳台。
黄屋坪路10号小区,章贡文明大道黄屋坪路10号,4室2厅2卫,130㎡,南,低层(共7层),1998年建造,6693元/㎡,87万,黄屋坪精装四房好停车
碧桂园联发蓉江府,章贡蓉江新区兴国路,3室2厅1卫,102㎡,南,低层(共25层),2019年建造,11765元/㎡,120万,急售急售  蓉江地段超低价精装三房
中环中央城B区,章贡中央公园绵江路21号,4室2厅2卫,126㎡,南,低层(共23层),2015年建造,12302元/㎡,155万,万象城旁 精装四房二卫 中楼层 仅售155万
水泵新苑,章贡张家围文明大道4号,4室2厅2卫,127㎡,南北,中层(共8层),2000年建造,6142元/㎡,78万,文明大道国光旁精装四房，南北通透，有院子好停车。
碧桂园联发蓉江府,章贡蓉江新区兴国路,3室2厅2卫,122㎡,南北,低层(共25层),2018年建造,12705元/㎡,155万,蓉江  股 低总价南北通透大三房 买到即到 全新精装
黄屋坪路14号小区,章贡黄屋坪路黄屋坪路14号,3室2厅2卫,125㎡,南,中层(共6层),2003年建造,5840元/㎡,73万,房东急售！政府改造黄屋坪红旗大道带80平  露台0公摊赠送多
建国路小区,章贡西津路西津路1号,3室2厅2卫,90㎡,南北,中层(共6层),2001年建造,6645元/㎡,59.8万,文清路郁孤台旁 私家小露台边套三房 房龄新好停车 送柴间
碧桂园联发蓉江府,章贡蓉江新区兴国路,3室2厅1卫,102㎡,南,低层(共27层),2020年建造,12353元/㎡,126万,急急急 售    榕江捡漏房源  大三房  急售126万
厚德路55-60号小区,章贡大公路厚德路55-60号,3室2厅1卫,83㎡,南北,高层(共7层),1996年建造,6266元/㎡,52万,厚德路 全新精装3房2厅1卫 有大院 好停车 好晒太阳
钓鱼台,章贡文清路厚德路,2室2厅1卫,78㎡,南北,高层(共7层),1990年建造,5898元/㎡,46万,钓鱼台 精装可拎包入住 交通便捷 南北通透 医疗配套成熟
文明大道54-56号住宅小区,章贡营角上文明大道54-56号,5室2厅2卫,143㎡,南北,中层(共7层),1998年建造,6084元/㎡,87万,全新装修五房单价仅需六千多，业主外地置业诚心出售
三角花园,章贡三康庙环城路21号,3室2厅2卫,101㎡,南,中层(共7层),1993年建造,7525元/㎡,76万,环城路全新精装正规三房南北通透有柴间红环路文清路小七中南门口
九方巨亿广场翡翠公寓,章贡八一四大道八一四大道,1室1厅1卫,41.27㎡,北,高层(共29层),2012年建造,9450元/㎡,39万,章贡区巨亿城70年住宅产权精装一室带家具家电中央空调拎包入住
马扎巷32号小区,章贡西郊路马扎巷32号,2室1厅1卫,72㎡,南北,中层(共6层),1996年建造,5417元/㎡,39万,两房 便宜 改造好 可按揭 大房间 采光无遮挡
三康庙社区,章贡三康庙西郊路18号,3室2厅1卫,90㎡,南北,高层(共7层),1993年建造,5445元/㎡,49万,大型小区(已改造)，相当好停车，特别亮堂，拎包入住
下壕塘社区,章贡西郊路医学院路,3室2厅1卫,79㎡,南北,高层(共6层),1992年建造,5697元/㎡,45万,下壕塘菜场旁 正规三房 大院子车位充足  带柴间可按揭
保利联发康桥,章贡蓉江新区兴国路,3室2厅1卫,93㎡,南,高层(共33层),2021年建造,15914元/㎡,148万,章江新区经开区 保利联发康桥 小三房 小区环境好 随时看房
银天小区,章贡八一四大道八一四大道54号,3室2厅2卫,93㎡,南,低层(共6层),2002年建造,6237元/㎡,58万,巨亿城旁精装三房新区一桥之隔小区很好停车
厚德路55-60号小区,章贡大公路厚德路55-60号,3室2厅2卫,140㎡,南北,高层(共7层),1992年建造,4500元/㎡,63万,厚德路 送100平露台  使用 有柴间全新装修
嘉福尚江府,章贡章江北大道东江源大道,4室2厅2卫,140㎡,南北,低层(共30层),2020年建造,14500元/㎡,203万,滨江F4，江景社区，嘉福尚江府毛坯4房，中间楼层看园景
中国银行城南支行宿舍,章贡营角上东阳山路27号,3室2厅2卫,100㎡,南北,高层(共6层),1994年建造,5800元/㎡,58万,东阳山精装三房两卫，有院子，好停车，老城区繁华地带。
中环中央城B区,章贡中央公园绵江路21号,4室2厅2卫,117㎡,南北,低层(共26层),2017年建造,11624元/㎡,136万,真实在售，捡漏了136万买象城中央生态公园，南北通透毛坯四房
建国路小区,章贡西津路西津路1号,3室2厅1卫,75㎡,南北,中层(共7层),1992年建造,7334元/㎡,55万,赣州公园郁孤台风景区 众多公园围绕小区 南北通透 精装三房
春江花月A区,章贡章江北大道章江北大道,3室2厅2卫,141㎡,南北,中层(共26层),2010年建造,8639元/㎡,121.8万,国际时代三康庙旁春江花月电梯江景三房两厅两卫141平121万
龙都小区,章贡八一四大道云山路8号,4室2厅3卫,188㎡,南北,低层(共7层),2000年建造,6171元/㎡,116万,贸易广场旁精装四房，有小区好停车南北通透
保利联发康桥,章贡蓉江新区兴国路,3室2厅1卫,92㎡,南,低层(共33层),2019年建造,15870元/㎡,146万,江边小区保利联发康桥 牡丹亭 精装修三房
嘉福尚江府,章贡章江北大道东江源大道,3室2厅2卫,121㎡,南,低层(共33层),2021年建造,16364元/㎡,198万,嘉福 尚江府 3房2厅2卫 精装 198万 一线江景欢迎品鉴
越秀花苑逸秀轩,章贡文明大道杨公路4号,4室2厅2卫,158㎡,南北,中层(共7层),2010年建造,9494元/㎡,150万,带200平露台，南北通透电梯已  ，独门独户
东阳山社区,章贡南河路南河路10号,3室2厅2卫,72㎡,南北,中层(共6层),1992年建造,7084元/㎡,51万,总价低南河路精装三房两卫 赠送柴火间 三面采光 临近江边
拜将台路2号住宅,章贡八一四大道拜将台路2号,4室2厅2卫,146㎡,南北,高层(共7层),2002年建造,5411元/㎡,79万,拜将台精装正规四房，南北通透户型 视野非常好  楼下停车方便
东桥路3-7号小区,章贡八一四大道东桥路3-7号,4室2厅2卫,110㎡,南,高层(共8层),1997年建造,5364元/㎡,59万,红旗大道 厚德路 东桥路精装4房2厅2卫南北通透仅59万
大公路65号小区,章贡大公路大公路65号,3室2厅1卫,70㎡,南,高层(共7层),1996年建造,6429元/㎡,45万,健康路 大公路卫府里附近 精装3房只卖45万
国际时代广场,章贡红旗大道红旗大道94号,3室2厅2卫,142㎡,南北,低层(共32层),2010年建造,9508元/㎡,135万,国际时代广场 南北通透 带电梯 70年产权 板楼 双卫格局
和平路56号小区,章贡和平路和平路56号,3室2厅1卫,93㎡,南北,低层(共7层),2001年建造,4947元/㎡,46万,章贡区 和平路 卫府里 精装3房2厅1卫 2楼的 2001年
景荣花苑,章贡章江北大道营角上路25号,4室2厅2卫,142㎡,南,中层(共7层),2007年建造,8099元/㎡,115万,景荣花苑 4室2厅 瓷砖上墙 毗邻章江 地段繁华 小区好停车
富力现代城,章贡蓉江新区武陵大桥,3室2厅2卫,125㎡,南北,高层(共16层),2022年建造,13200元/㎡,165万,蓉江富力城 小高层南北通透双阳台 精装大三房未入住 性价比高
牌坊下生活区,章贡三康庙廉泉路,2室2厅1卫,60㎡,南,低层(共7层),1996年建造,5917元/㎡,35.5万,房东急售！     买精致温馨正规两房！采光好有小区好停车
嘉福国际(章贡),章贡红旗大道渡口路9号,3室2厅2卫,125.93㎡,南,高层(共27层),2016年建造,10721元/㎡,135万,房东急卖嘉福国际电梯精装修三房两厅两卫126平方145万
国际时代广场,章贡红旗大道红旗大道94号,3室2厅2卫,139㎡,南北,低层(共30层),2015年建造,9209元/㎡,128万,国际时代 全线江景 正规3房2厅2卫 全新精装 电梯8楼
姚衙前社区,章贡和平路均井巷,3室2厅2卫,100㎡,南北,中层(共7层),2001年建造,5990元/㎡,59.9万,郁孤台四贤坊旁，有小区有柴间，阳光明媚，全新装修，拎包入住
宝能世纪城(西区),章贡赣江源大道 安远路8号,4室2厅2卫,129㎡,南,低层(共27层),2018年建造,16125元/㎡,208万,捡漏！宝能城 精装四房两厅两卫 朝南户型 208万
嘉福国际(商住楼),章贡红旗大道渡口路9号,2室2厅1卫,54㎡,南北,高层(共22层),2018年建造,10149元/㎡,54.8万,租房不如买房 嘉福国际江景复式两房，精装修拎包入住，看来水
国际时代广场,章贡红旗大道红旗大道94号,3室2厅2卫,140㎡,西南,低层(共32层),2012年建造,9215元/㎡,129万,国际时代广场 全新精装 3室2厅 一线江景 采光好 购物方便
三康庙社区,章贡三康庙西郊路18号,3室2厅1卫,90㎡,南北,高层(共7层),1993年建造,5445元/㎡,49万,三康庙社区大型小区有柴间 小区环境非常好 很好停车
